timestamp_ms,dev_id,rms_x,rms_y,rms_z,overall_rms,peak_freq,peak_amp,temperature_c,humidity_rh,label
928233,1,0.175942,0.953295,1.404893,1.706885,0.78,0.040626,34.79,43.21,unknown
929471,1,0.176236,0.954032,1.404439,1.706955,0.78,0.039568,34.92,44.49,unknown
930711,1,0.176135,0.954669,1.405253,1.707971,0.78,0.040333,35.04,45.68,unknown
931961,1,0.17501,0.953031,1.404574,1.706379,0.78,0.039756,35.01,46.05,unknown
933201,1,0.176165,0.953264,1.404297,1.7064,0.78,0.039342,34.94,47.38,unknown
934446,1,0.173288,0.953656,1.403852,1.70596,0.78,0.038933,34.33,45.81,unknown
935691,1,0.135037,0.954548,1.405031,1.703969,14.84,0.003392,34.06,45.03,unknown
936931,1,0.177501,0.953279,1.403307,1.705733,0.78,0.040183,33.62,45.47,unknown
938172,1,0.352778,0.942661,1.402789,1.726523,0.78,0.10592,33.16,44.88,unknown
939411,1,0.279474,0.951115,1.40307,1.717948,0.78,0.079812,32.41,45.48,unknown
940651,1,0.176618,0.954219,1.404132,1.706846,0.78,0.040013,32.33,46.96,unknown
941891,1,0.176598,0.954295,1.40327,1.706177,0.78,0.040955,31.8,46.16,unknown
943141,1,0.1759,0.953187,1.404863,1.706797,0.78,0.040557,31.81,45.35,unknown
944381,1,0.177073,0.954093,1.403114,1.705984,0.78,0.041023,31.08,47.61,unknown
945621,1,0.176423,0.954587,1.403227,1.706286,0.78,0.039405,30.9,48.66,unknown
946871,1,0.17612,0.952539,1.403238,1.70512,0.78,0.040438,30.82,47.99,unknown
948111,1,0.176601,0.954165,1.404976,1.707507,0.78,0.040963,30.56,48.17,unknown
949351,1,0.352071,0.941166,1.402531,1.725352,0.78,0.106094,30.01,47.33,unknown
950591,1,0.278679,0.951486,1.402778,1.717783,0.78,0.079244,29.4,48.05,unknown
951831,1,0.177062,0.954154,1.403737,1.706531,0.78,0.040603,29.17,47.22,unknown
953071,1,0.176972,0.954383,1.404455,1.70724,0.78,0.040442,28.74,46.7,unknown
954311,1,0.176486,0.953593,1.403522,1.705979,0.78,0.040199,28.65,47.17,unknown
955561,1,0.175802,0.953916,1.404781,1.707127,0.78,0.040422,28.41,47.54,unknown
956802,1,0.175478,0.954259,1.403353,1.706111,0.78,0.039977,28.04,47.62,unknown
958041,1,0.175912,0.953991,1.403527,1.706147,0.78,0.039229,27.78,49.12,unknown
959281,1,0.357915,0.95318,1.404189,1.734477,0.78,0.106023,27.77,48.54,unknown
960531,1,0.175858,0.954414,1.404736,1.707373,0.78,0.039092,27.05,50.95,unknown
961771,1,0.176384,0.95327,1.40305,1.7054,0.78,0.041214,26.91,50.18,unknown
963011,1,0.176119,0.954089,1.402925,1.705728,0.78,0.039785,26.81,50.35,unknown
964261,1,0.176114,0.953989,1.404053,1.706602,0.78,0.039572,26.67,49.73,unknown
965501,1,0.175823,0.954389,1.405762,1.7082,0.78,0.03942,26.22,48.99,unknown
966741,1,0.353685,0.942,1.402571,1.726173,0.78,0.105188,25.79,49.45,unknown
967981,1,0.175831,0.954992,1.404028,1.707111,0.78,0.038935,25.57,48.91,unknown
969223,1,0.175429,0.95385,1.405258,1.707445,0.78,0.040284,25.29,48.96,unknown
970461,1,0.176679,0.954424,1.403883,1.706761,0.78,0.040518,24.84,50.22,unknown
971711,1,0.174453,0.954806,1.404323,1.707108,0.78,0.039785,24.35,51.74,unknown
972951,1,0.176,0.952846,1.405485,1.707128,0.78,0.040208,24.1,52.97,unknown
974191,1,0.279637,0.951571,1.404579,1.719456,0.78,0.080257,23.76,54.09,unknown
975432,1,0.1751,0.953115,1.404645,1.706495,0.78,0.039438,23.6,53.44,unknown
976681,1,0.174388,0.952606,1.404709,1.70619,0.78,0.038924,23.0,51.99,unknown
977921,1,0.177164,0.952905,1.404781,1.706702,0.78,0.04045,22.91,52.33,unknown
979161,1,0.358693,0.941708,1.40268,1.727134,0.78,0.10685,22.71,52.74,unknown
980401,1,0.175647,0.952598,1.403607,1.705407,0.78,0.039287,22.37,52.12,unknown
981641,1,0.174541,0.95412,1.404681,1.707027,0.78,0.039636,21.54,51.61,unknown
982891,1,0.1756,0.954702,1.404997,1.707723,0.78,0.04049,21.25,53.1,unknown
984131,1,0.175653,0.953905,1.40507,1.707343,0.78,0.040675,21.15,54.25,unknown
985371,1,0.353874,0.942468,1.403175,1.726956,0.78,0.106607,20.95,54.73,unknown
986611,1,0.175062,0.95438,1.405674,1.708044,0.78,0.039677,20.68,54.75,unknown
987851,1,0.17545,0.954419,1.4037,1.70648,0.78,0.039863,19.96,57.2,unknown
989101,1,0.209125,0.952109,1.404113,1.709324,5.47,0.064247,19.94,58.4,unknown
990342,1,0.175517,0.953438,1.405548,1.707461,0.78,0.040052,20.3,59.73,unknown
991581,1,0.278861,0.951906,1.40375,1.718839,0.78,0.079559,20.68,59.99,unknown
992821,1,0.17477,0.954651,1.404451,1.70716,0.78,0.038614,21.2,60.52,unknown
994060,1,0.175417,0.953623,1.404966,1.707075,0.78,0.04026,21.47,59.82,unknown
995312,1,0.175826,0.953635,1.404745,1.706942,0.78,0.039793,21.61,61.06,unknown
996551,1,0.353223,0.942333,1.40322,1.726787,0.78,0.105817,21.85,61.62,unknown
997791,1,0.175485,0.953773,1.404395,1.706697,0.78,0.040099,22.09,62.95,unknown
999031,1,0.175306,0.954825,1.40563,1.70828,0.78,0.040142,22.1,62.08,unknown
1000281,1,0.175202,0.95457,1.403934,1.706733,0.78,0.039292,22.14,62.49,unknown
1001521,1,0.175667,0.954105,1.404988,1.707388,0.78,0.039016,22.42,61.66,unknown
1002761,1,0.353094,0.942205,1.40319,1.726667,0.78,0.10528,22.44,62.81,unknown
1004001,1,0.174633,0.95425,1.404751,1.707168,0.78,0.04054,23.17,61.74,unknown
1005241,1,0.175337,0.954417,1.404183,1.706866,0.78,0.039704,23.66,62.24,unknown
1006491,1,0.175484,0.954322,1.403748,1.706472,0.78,0.040925,24.24,63.54,unknown
1007731,1,0.175372,0.953621,1.40426,1.70649,0.78,0.039941,24.41,62.87,unknown
1008971,1,0.278852,0.952384,1.402947,1.718447,0.78,0.07923,24.92,63.23,unknown
1010211,1,0.174024,0.953514,1.40451,1.706497,0.78,0.039108,24.92,64.8,unknown
1011451,1,0.175258,0.954387,1.404051,1.706733,0.78,0.039092,24.95,65.07,unknown
1012700,1,0.175703,0.954654,1.404885,1.707614,0.78,0.040369,25.12,64.64,unknown
1013942,1,0.17538,0.953806,1.404585,1.70686,0.78,0.039416,25.38,64.82,unknown
1015181,1,0.357583,0.952416,1.403866,1.733726,0.78,0.104981,25.42,63.9,unknown
1016421,1,0.175051,0.95378,1.40525,1.707357,0.78,0.039888,25.71,64.35,unknown
1017671,1,0.174519,0.953688,1.404882,1.706951,0.78,0.039566,26.2,65.54,unknown
1018911,1,0.175513,0.954507,1.404138,1.706899,0.78,0.040266,26.92,66.19,unknown
1020151,1,0.353419,0.941959,1.403969,1.727232,0.78,0.105687,26.93,65.66,unknown
1021391,1,0.175679,0.953606,1.405193,1.707278,0.78,0.03975,27.06,66.89,unknown
1022631,1,0.174579,0.954767,1.404272,1.707058,0.78,0.039083,27.41,67.92,unknown
1023881,1,0.175525,0.954888,1.405001,1.707821,0.78,0.039977,27.37,67.51,unknown
1025121,1,0.174184,0.953853,1.403749,1.706076,0.78,0.039666,27.46,69.16,unknown
1026361,1,0.353479,0.941568,1.403399,1.726567,0.78,0.105723,27.84,69.47,unknown
1027601,1,0.175805,0.953744,1.404022,1.706407,0.78,0.039985,28.05,70.63,unknown
1028842,1,0.175583,0.95374,1.404069,1.70642,0.78,0.03981,28.21,71.98,unknown
1030091,1,0.175457,0.953637,1.4036,1.705963,0.78,0.039596,28.92,73.89,unknown
1031331,1,0.175441,0.953872,1.403555,1.706055,0.78,0.039777,28.99,74.29,unknown
1032572,1,0.356327,0.950989,1.404016,1.732805,0.78,0.10566,29.28,73.48,unknown
1033812,1,0.176403,0.954136,1.40478,1.707311,0.78,0.040833,29.64,74.94,unknown
1035061,1,0.175432,0.953505,1.404124,1.706317,0.78,0.039439,30.13,74.52,unknown
1036301,1,0.176323,0.953955,1.404766,1.70719,0.78,0.040946,30.31,75.59,unknown
1037541,1,0.353607,0.941975,1.40315,1.726614,0.78,0.105661,30.45,74.79,unknown
1038781,1,0.174011,0.953377,1.404432,1.706353,0.78,0.039874,30.58,74.34,unknown
1040021,1,0.175276,0.952947,1.403166,1.705201,0.78,0.040013,30.88,75.48,unknown
1041271,1,0.175235,0.953653,1.403177,1.705601,0.78,0.040001,31.12,76.86,unknown
1042511,1,0.353126,0.941832,1.403358,1.726606,0.78,0.106132,31.19,76.31,unknown
1043751,1,0.1751,0.953937,1.404491,1.706827,0.78,0.039692,31.54,77.46,unknown
1044991,1,0.174985,0.952851,1.404777,1.706443,0.78,0.038987,31.67,78.86,unknown
1046241,1,0.174987,0.952754,1.405037,1.706604,0.78,0.039629,31.92,79.14,unknown
1047481,1,0.175772,0.95438,1.404294,1.706981,0.78,0.038936,32.16,78.25,unknown
1048721,1,0.176047,0.953062,1.404721,1.706624,0.78,0.039957,32.31,79.45,unknown
1049961,1,0.175672,0.954063,1.404125,1.706655,0.78,0.041178,32.88,79.97,unknown
1051214,1,0.17485,0.954074,1.404931,1.70724,0.78,0.040635,33.15,77.51,unknown
1052453,1,0.175292,0.952754,1.403917,1.705713,0.78,0.039017,33.43,75.99,unknown
1053691,1,0.277314,0.951178,1.402913,1.717502,0.78,0.078794,33.75,75.71,unknown
1054931,1,0.175182,0.953044,1.404245,1.706135,0.78,0.040043,33.95,75.3,unknown
1056181,1,0.175466,0.953012,1.405107,1.706856,0.78,0.040238,34.28,74.91,unknown
1057421,1,0.352984,0.942176,1.404002,1.727286,0.78,0.10437,34.78,75.29,unknown
1058661,1,0.174243,0.953419,1.404476,1.706437,0.78,0.039557,35.03,76.1,unknown
1059901,1,0.174634,0.953606,1.40441,1.706527,0.78,0.039609,35.06,76.9,unknown
1061151,1,0.175564,0.953905,1.404799,1.70711,0.78,0.040334,35.07,77.7,unknown
1062391,1,0.174529,0.952684,1.40437,1.705968,0.78,0.040105,34.86,79.17,unknown
1063631,1,0.175815,0.953845,1.404095,1.706523,0.78,0.04084,34.67,78.68,unknown
1064881,1,0.176464,0.953495,1.405362,1.707437,0.78,0.040248,34.35,77.37,unknown
1066121,1,0.278195,0.952175,1.404579,1.719559,0.78,0.079569,34.04,77.06,unknown
1067361,1,0.174639,0.954413,1.404825,1.707321,0.78,0.03875,33.54,75.94,unknown
1068601,1,0.176456,0.952897,1.40526,1.707019,0.78,0.040152,33.58,74.54,unknown
1069853,1,0.175084,0.953676,1.406632,1.708443,0.78,0.040243,33.38,73.26,unknown
1071091,1,0.174754,0.953484,1.40404,1.706167,0.78,0.040166,32.98,72.24,unknown
1072332,1,0.174954,0.953109,1.404541,1.706392,0.78,0.039644,32.23,71.72,unknown
1073581,1,0.175245,0.954658,1.405495,1.708069,0.78,0.039877,31.93,71.47,unknown
1074821,1,0.174698,0.953843,1.405016,1.707165,0.78,0.039607,31.87,72.13,unknown
1076061,1,0.176219,0.95361,1.40532,1.707443,0.78,0.03978,31.41,73.11,unknown
1077311,1,0.174633,0.953405,1.405133,1.707011,0.78,0.039842,31.09,73.83,unknown
1078551,1,0.176108,0.954293,1.40472,1.707316,0.78,0.039694,30.45,72.71,unknown
1079791,1,0.176083,0.953986,1.405048,1.707413,0.78,0.039833,30.28,73.35,unknown
1081041,1,0.174569,0.953635,1.404039,1.706233,0.78,0.040502,29.78,73.26,unknown
1082281,1,0.175491,0.952447,1.404636,1.706156,0.78,0.039708,29.71,72.79,unknown
1083521,1,0.173884,0.953702,1.404672,1.706721,0.78,0.040105,29.32,73.39,unknown
1084761,1,0.356772,0.952529,1.402985,1.732908,0.78,0.104905,29.11,73.31,unknown
1086011,1,0.175284,0.953703,1.405689,1.707702,0.78,0.039773,28.78,73.08,unknown
1087251,1,0.175409,0.954086,1.405734,1.707966,0.78,0.040368,28.49,71.81,unknown
1088496,1,0.353673,0.942192,1.403367,1.726921,0.78,0.105442,28.29,71.43,unknown
1089731,1,0.175043,0.9525,1.405137,1.706551,0.78,0.03993,28.29,71.34,unknown
1090981,1,0.174445,0.953111,1.404476,1.706285,0.78,0.039292,28.25,71.95,unknown
1092221,1,0.174824,0.954062,1.404009,1.706472,0.78,0.039948,27.83,72.57,unknown
1093461,1,0.175382,0.954443,1.404959,1.707523,0.78,0.039859,27.23,71.5,unknown
1094711,1,0.175344,0.95368,1.40538,1.70744,0.78,0.040044,27.05,72.49,unknown
1095951,1,0.17628,0.95323,1.406046,1.707832,0.78,0.039539,26.84,72.42,unknown
1097191,1,0.175851,0.953298,1.405955,1.707752,0.78,0.04009,26.67,72.97,unknown
1098441,1,0.175185,0.952527,1.404875,1.706365,0.78,0.040378,26.29,73.53,unknown
1099681,1,0.175364,0.952994,1.404304,1.706174,0.78,0.039981,25.54,73.85,unknown
1100921,1,0.175849,0.953448,1.405897,1.707789,0.78,0.041044,25.12,72.65,unknown
1102161,1,0.174918,0.953494,1.405659,1.707521,0.78,0.039169,25.09,73.27,unknown
1103411,1,0.175174,0.953453,1.405364,1.707283,0.78,0.040466,24.58,73.0,unknown
1104651,1,0.279153,0.951158,1.405082,1.71956,0.78,0.078875,24.32,70.22,unknown
1105892,1,0.177104,0.954,1.404971,1.707464,0.78,0.040575,24.31,71.17,unknown
1107132,1,0.277558,0.951593,1.404225,1.718843,0.78,0.080178,23.98,70.71,unknown
1108371,1,0.278358,0.951826,1.404392,1.719239,0.78,0.080222,23.84,69.46,unknown
1109621,1,0.175532,0.953687,1.405946,1.707929,0.78,0.040433,23.14,67.37,unknown
1110861,1,0.17472,0.952901,1.40579,1.707278,0.78,0.040515,23.03,68.3,unknown
1112101,1,0.352652,0.941629,1.403691,1.726668,0.78,0.106085,22.89,66.95,unknown
1113342,1,0.175083,0.953902,1.406294,1.708289,0.78,0.040078,22.79,65.57,unknown
1114582,1,0.208988,0.951707,1.404729,1.709589,0.78,0.065826,22.78,66.46,unknown
1115822,1,0.353044,0.942671,1.403928,1.72751,0.78,0.105696,22.2,67.69,unknown
1117061,1,0.174692,0.95242,1.405812,1.707026,0.78,0.040714,22.05,68.68,unknown
1118311,1,0.175114,0.952843,1.404586,1.706296,0.78,0.040573,21.89,68.25,unknown
1119551,1,0.175334,0.954108,1.40461,1.707045,0.78,0.040413,21.35,67.82,unknown
1120791,1,0.174264,0.953302,1.405435,1.707163,0.78,0.040104,20.83,68.38,unknown
1122041,1,0.175481,0.953929,1.405036,1.70731,0.78,0.040682,20.74,67.33,unknown
1123281,1,0.175571,0.953723,1.404809,1.707018,0.78,0.040187,20.32,65.91,unknown
1124521,1,0.352291,0.942611,1.403881,1.727285,0.78,0.106011,20.21,66.46,unknown
1125765,1,0.174412,0.952872,1.405225,1.706766,0.78,0.038822,19.9,63.89,unknown
1127002,1,0.17451,0.953447,1.404337,1.706366,0.78,0.040016,20.3,64.86,unknown
1128251,1,0.176213,0.953497,1.404214,1.706467,0.78,0.041329,20.53,64.78,unknown
1129491,1,0.352283,0.94286,1.402752,1.726501,0.78,0.105021,20.73,64.4,unknown
1130731,1,0.175411,0.954715,1.404363,1.707188,0.78,0.040763,20.97,63.4,unknown
1131971,1,0.174606,0.954252,1.405166,1.707508,0.78,0.039107,21.36,62.12,unknown
1133223,1,0.174663,0.954605,1.405311,1.707829,0.78,0.040526,21.77,60.67,unknown
1134451,1,0.351701,0.943899,1.403368,1.727451,0.78,0.104852,22.03,59.31,unknown
1135701,1,0.175259,0.954284,1.405017,1.707469,0.78,0.040376,22.25,59.17,unknown
1136941,1,0.174708,0.953147,1.405683,1.707327,0.78,0.039011,22.42,58.52,unknown
1138181,1,0.175434,0.954786,1.404447,1.7073,0.78,0.039718,22.83,59.29,unknown
1139421,1,0.278936,0.952149,1.404317,1.719449,0.78,0.080349,22.96,58.76,unknown
1140671,1,0.174839,0.95455,1.404405,1.707072,0.78,0.040415,23.21,58.68,unknown
1141911,1,0.174915,0.953683,1.405809,1.707752,0.78,0.040082,24.06,57.07,unknown
1143151,1,0.175184,0.95394,1.40502,1.707273,0.78,0.039827,24.33,55.88,unknown
1144392,1,0.278085,0.951402,1.405065,1.71951,0.78,0.078767,24.6,56.54,unknown
1145641,1,0.174457,0.953626,1.403641,1.705889,0.78,0.040063,24.98,57.36,unknown
1146881,1,0.175007,0.953242,1.405363,1.707147,0.78,0.039447,25.55,54.76,unknown
1148121,1,0.175054,0.953901,1.404276,1.706626,0.78,0.040331,25.75,53.25,unknown
1149371,1,0.176115,0.954697,1.404055,1.706999,0.78,0.039841,26.12,53.88,unknown
1150611,1,0.174185,0.954202,1.405394,1.707624,0.78,0.038764,26.6,53.54,unknown
1151851,1,0.174237,0.954061,1.403992,1.706398,0.78,0.040305,26.67,52.02,unknown
1153101,1,0.1754,0.953525,1.404867,1.706937,0.78,0.040774,27.26,51.72,unknown
1154343,1,0.278733,0.951345,1.402884,1.717802,0.78,0.080153,27.31,50.42,unknown
1155581,1,0.174978,0.953642,1.404158,1.706377,0.78,0.039888,27.41,50.39,unknown
1156821,1,0.175051,0.953404,1.404591,1.706607,0.78,0.039909,27.55,50.84,unknown
1158072,1,0.175189,0.954518,1.403961,1.706724,0.78,0.040509,28.14,50.38,unknown
1159301,1,0.35239,0.942093,1.402384,1.725807,0.78,0.104832,28.67,49.96,unknown
1160551,1,0.174369,0.954769,1.403701,1.706568,0.78,0.040806,28.93,49.55,unknown
1161791,1,0.174696,0.95438,1.404005,1.706634,0.78,0.039806,28.97,50.51,unknown
1163032,1,0.175472,0.954154,1.403944,1.706536,0.78,0.040665,29.42,50.57,unknown
1164271,1,0.353133,0.943001,1.401679,1.725881,0.78,0.106584,29.74,51.44,unknown
1165511,1,0.175327,0.954518,1.404552,1.707226,0.78,0.041508,30.11,49.95,unknown
1166761,1,0.175931,0.953988,1.404009,1.706545,0.78,0.040579,30.62,48.77,unknown
1168001,1,0.175353,0.954086,1.403651,1.706245,0.78,0.039765,30.71,47.4,unknown
1169241,1,0.353185,0.943036,1.403266,1.727199,0.78,0.106692,31.21,47.64,unknown
1170481,1,0.173969,0.953717,1.404383,1.7065,0.78,0.039701,31.44,48.09,unknown
1171721,1,0.17595,0.953802,1.403755,1.706234,0.78,0.039792,31.53,47.82,unknown
1172971,1,0.17486,0.95411,1.404308,1.70675,0.78,0.039593,31.71,46.52,unknown
1174211,1,0.174871,0.954511,1.403804,1.706559,0.78,0.040249,32.18,45.7,unknown
1175451,1,0.175432,0.954733,1.404356,1.707196,0.78,0.039954,32.63,46.32,unknown
1176701,1,0.174548,0.953752,1.403903,1.706183,0.78,0.040521,32.97,46.83,unknown
1177941,1,0.174568,0.954997,1.403286,1.706374,0.78,0.039255,33.03,45.47,unknown
1179181,1,0.174475,0.95484,1.403411,1.70638,0.78,0.040369,33.82,43.0,unknown
1180421,1,0.356419,0.952564,1.402617,1.732558,0.78,0.104877,34.01,43.62,unknown
1181673,1,0.174995,0.954129,1.403687,1.706262,0.78,0.039585,34.5,43.21,unknown
1182911,1,0.175818,0.954549,1.402715,1.705782,0.78,0.040577,34.68,44.03,unknown
1184151,1,0.174296,0.954023,1.403601,1.706061,0.78,0.039222,34.88,45.25,unknown
1185401,1,0.173934,0.954492,1.404214,1.706791,0.78,0.039312,34.43,45.08,unknown
1186631,1,0.353554,0.942381,1.401936,1.725839,0.78,0.10529,34.25,45.91,unknown
1187881,1,0.174271,0.95312,1.404244,1.706082,0.78,0.039396,34.04,45.57,unknown
1189121,1,0.174892,0.954601,1.404376,1.707083,0.78,0.038983,33.84,45.15,unknown
1190361,1,0.175313,0.955202,1.404065,1.707207,0.78,0.039888,33.29,43.78,unknown
1191601,1,0.352317,0.943002,1.402385,1.726288,0.78,0.106175,33.12,43.47,unknown
1192842,1,0.174633,0.954754,1.403847,1.706707,0.78,0.038898,32.98,44.02,unknown
1194091,1,0.174215,0.954516,1.403676,1.706389,0.78,0.039731,32.55,44.62,unknown
1195332,1,0.175407,0.95478,1.404318,1.707188,0.78,0.040135,32.45,43.82,unknown
1196571,1,0.174051,0.953768,1.404232,1.706412,0.78,0.039239,32.25,42.39,unknown
1197811,1,0.353014,0.942419,1.402021,1.725816,0.78,0.106281,31.85,41.17,unknown
1199051,1,0.175531,0.954714,1.403582,1.706559,0.78,0.040572,31.68,40.13,unknown
1200302,1,0.175581,0.953387,1.403552,1.705797,0.78,0.040029,31.15,40.0,unknown
1201544,1,0.17433,0.95394,1.404222,1.706528,0.78,0.038958,31.02,41.19,unknown
1202781,1,0.174399,0.95413,1.402678,1.705373,0.78,0.039585,30.86,40.68,unknown
1204021,1,0.353135,0.942185,1.40264,1.726216,0.78,0.10681,30.77,41.87,unknown
1205261,1,0.17348,0.954393,1.404354,1.706804,0.78,0.039089,30.39,43.33,unknown
1206511,1,0.175241,0.953111,1.403692,1.705724,0.78,0.040662,30.18,46.21,unknown
1207751,1,0.174969,0.954778,1.40375,1.706674,0.78,0.039213,29.96,45.63,unknown
1208991,1,0.175193,0.953402,1.404423,1.706482,0.78,0.040802,29.89,46.7,unknown
1210233,1,0.353123,0.942215,1.402828,1.726383,0.78,0.105721,29.72,46.81,unknown
1211471,1,0.278961,0.952106,1.402734,1.718136,0.78,0.080415,28.84,49.4,unknown
1212711,1,0.174816,0.954937,1.404105,1.707039,0.78,0.039154,28.49,48.57,unknown
1213961,1,0.175067,0.95362,1.405503,1.707478,0.78,0.039905,28.16,48.97,unknown
1215201,1,0.175016,0.953388,1.404587,1.70659,0.78,0.039736,28.0,48.1,unknown
1216441,1,0.174754,0.954944,1.404414,1.707291,0.78,0.040569,27.41,49.48,unknown
1217681,1,0.352984,0.943081,1.403275,1.727191,0.78,0.106783,27.3,49.81,unknown
1218921,1,0.174403,0.954659,1.404421,1.707101,0.78,0.039833,27.23,48.92,unknown
1220172,1,0.174917,0.95462,1.404128,1.706891,0.78,0.040914,26.99,49.37,unknown
1221412,1,0.175649,0.954837,1.403853,1.706863,0.78,0.039512,26.74,50.07,unknown
1222651,1,0.174458,0.954903,1.404426,1.707248,0.78,0.040065,26.42,49.43,unknown
1223891,1,0.353237,0.94293,1.402804,1.726778,0.78,0.106891,26.18,49.9,unknown
1225131,1,0.174784,0.954828,1.404087,1.706961,0.78,0.040797,26.09,51.3,unknown
1226381,1,0.175481,0.953927,1.403686,1.706199,0.78,0.040158,26.0,52.59,unknown
1227621,1,0.175642,0.954726,1.404387,1.707238,0.78,0.03918,25.9,54.27,unknown
1228861,1,0.175747,0.953588,1.404188,1.706449,0.78,0.039441,25.49,54.37,unknown
1230111,1,0.176008,0.955149,1.403375,1.70668,0.78,0.040087,25.18,54.41,unknown
1231346,1,0.353446,0.943187,1.402136,1.726418,0.78,0.105691,24.89,55.82,unknown
1232591,1,0.17552,0.954027,1.403688,1.706261,0.78,0.041018,24.55,54.68,unknown
1233832,1,0.175458,0.954004,1.403699,1.70625,0.78,0.039949,24.21,55.12,unknown
1235071,1,0.175674,0.953577,1.40369,1.706026,0.78,0.040848,23.77,55.15,unknown
1236321,1,0.175813,0.953007,1.403669,1.705705,0.78,0.041082,23.59,54.64,unknown
1237561,1,0.175188,0.953968,1.403293,1.705868,0.78,0.039107,23.01,55.11,unknown
1238801,1,0.279222,0.952108,1.403114,1.718491,0.78,0.080013,22.65,55.22,unknown
1240044,1,0.174936,0.954141,1.403311,1.705953,0.78,0.039254,22.48,55.41,unknown
1241291,1,0.175274,0.954298,1.404003,1.706645,0.78,0.040516,22.26,55.75,unknown
1242531,1,0.175134,0.953259,1.405295,1.707114,0.78,0.039916,22.12,55.94,unknown
1243771,1,0.175854,0.953464,1.404518,1.706664,0.78,0.039987,21.65,55.78,unknown
1245011,1,0.277905,0.952755,1.404252,1.719564,0.78,0.079531,21.25,55.93,unknown
1246251,1,0.175213,0.95432,1.403727,1.706424,0.78,0.039884,21.15,54.96,unknown
1247501,1,0.175526,0.955065,1.404099,1.70718,0.78,0.039889,21.06,55.29,unknown
1248741,1,0.17491,0.953859,1.403869,1.706253,0.78,0.040187,20.63,55.58,unknown
1249981,1,0.175362,0.954522,1.403137,1.706067,0.78,0.040468,20.17,54.59,unknown
1251223,1,0.357098,0.95329,1.402193,1.732753,0.78,0.105795,19.96,55.61,unknown
1252471,1,0.175391,0.95509,1.403291,1.706515,0.78,0.040976,20.44,54.62,unknown
1253711,1,0.174232,0.953457,1.403974,1.706045,0.78,0.039897,20.83,52.97,unknown
1254951,1,0.175437,0.954582,1.404178,1.706964,0.78,0.038741,21.03,54.17,unknown
1256201,1,0.175506,0.954441,1.403305,1.706175,0.78,0.040496,21.36,54.68,unknown
1257431,1,0.353143,0.942328,1.403225,1.726772,0.78,0.105246,21.82,55.92,unknown
1258682,1,0.175619,0.952656,1.403452,1.705311,0.78,0.0401,22.32,57.1,unknown
1259921,1,0.352706,0.942008,1.402317,1.72577,0.78,0.104683,23.05,57.64,unknown
1261161,1,0.175117,0.953589,1.403101,1.70549,0.78,0.038739,23.46,57.93,unknown
1262401,1,0.175429,0.952944,1.404412,1.706241,0.78,0.039404,23.65,58.51,unknown
1263641,1,0.278819,0.952101,1.402069,1.717569,0.78,0.080511,24.21,60.1,unknown
1264881,1,0.175216,0.952804,1.403585,1.705461,0.78,0.039868,24.87,61.02,unknown
1266131,1,0.174143,0.953814,1.405439,1.707441,0.78,0.039688,25.17,62.44,unknown
1267371,1,0.175081,0.954324,1.404067,1.706692,0.78,0.040465,25.43,62.82,unknown
1268611,1,0.174874,0.954305,1.40399,1.706598,0.78,0.039827,25.55,63.0,unknown
1269851,1,0.357114,0.95311,1.40335,1.733594,0.78,0.105741,26.06,63.49,unknown
1271101,1,0.174926,0.952934,1.4038,1.705681,0.78,0.039826,26.4,62.5,unknown
1272342,1,0.175123,0.952041,1.405387,1.706509,0.78,0.039866,26.37,61.91,unknown
1273581,1,0.175062,0.953923,1.404986,1.707222,0.78,0.040036,26.63,63.24,unknown
1274831,1,0.175162,0.954246,1.404284,1.706835,0.78,0.040199,27.39,62.22,unknown
1276071,1,0.174921,0.953126,1.404038,1.705983,0.78,0.040599,27.38,63.33,unknown
1277312,1,0.278125,0.95227,1.40328,1.718539,0.78,0.079439,27.85,63.86,unknown
1278552,1,0.174604,0.953358,1.404188,1.706204,0.78,0.040119,27.82,62.99,unknown
1279791,1,0.175188,0.954523,1.404632,1.70728,0.78,0.040801,27.73,63.37,unknown
1281041,1,0.17478,0.953949,1.404613,1.706903,0.78,0.040305,28.48,62.51,unknown
1282281,1,0.17448,0.954627,1.40355,1.706374,0.78,0.039947,28.84,62.58,unknown
1283521,1,0.279052,0.952006,1.404282,1.719361,0.78,0.081147,29.06,61.67,unknown
1284761,1,0.174284,0.953219,1.403997,1.705936,0.78,0.039962,29.18,62.26,unknown
1286011,1,0.175303,0.953688,1.403457,1.705858,0.78,0.040705,29.8,62.44,unknown
1287251,1,0.175013,0.954096,1.404542,1.706949,0.78,0.039411,29.98,61.92,unknown
1288491,1,0.174797,0.953968,1.403399,1.705915,0.78,0.040168,30.13,62.96,unknown
1289731,1,0.356427,0.952787,1.403279,1.733218,0.78,0.105352,30.66,64.16,unknown
1290981,1,0.174667,0.953785,1.404703,1.706872,0.78,0.039499,31.15,64.5,unknown
1292223,1,0.174533,0.953719,1.404551,1.706696,0.78,0.039719,31.18,64.82,unknown
1293461,1,0.175062,0.953348,1.403908,1.706014,0.78,0.040479,31.37,66.11,unknown
1294711,1,0.174795,0.954622,1.40432,1.707038,0.78,0.040756,31.95,67.15,unknown
1295953,1,0.174974,0.954219,1.405552,1.707844,0.78,0.039514,32.29,67.49,unknown
